#,Title,Category,Language,Type,URL,Video / Playlist ID,Watched?,Rating,Notes
317,Ever Accountable (X3watch) Porn Blocking Accountability Software REVIEW,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=ovFLSfAMDfs,ovFLSfAMDfs,,,
318,Is Covenant Eyes Enough for Porn Addiction? A Clinical Answer,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=BRX1DdvO9xk,BRX1DdvO9xk,,,
319,Covenant Eyes Review - Is Accountability Software Right for You or Your Family?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=efzR1yyzIfs,efzR1yyzIfs,,,
320,Covenant Eyes Reviewed by a Porn Addiction Coach (2022),Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=59rB0QOEInk,59rB0QOEInk,,,
321,Is Covenant Eyes 'Shameware'?,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=pDuZGAkMSYc,pDuZGAkMSYc,,,
322,Net Nanny Porn Blocking Accountability Software REVIEW,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=2cEEGzv9DSo,2cEEGzv9DSo,,,
323,Covenant Eyes (channel),Blockers / Accountability Tools,English,Channel,https://www.youtube.com/covenanteyes,covenanteyes,,,
324,Covenant Eyes Review | Why It DIDN'T Work for Me,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=tqbFSWJL2DU,tqbFSWJL2DU,,,
325,How To Quit Porn Addiction? - World's Best Motivational Video in Hindi,Hindi,Hindi,Video,https://www.youtube.com/watch?v=8XkomUM7hNM,8XkomUM7hNM,,,
326,Porn Dekhna Kaise Chhode - How To Quit Porn Addiction And Bad Habits by Rajveer Singh,Hindi,Hindi,Video,https://www.youtube.com/watch?v=RviuaGS6l0Q,RviuaGS6l0Q,,,
327,Kaise Chhodo Porn Addiction - Sab Kuch Revealed! (Hindi/Urdu),Hindi,Hindi / Urdu,Video,https://www.youtube.com/watch?v=d-rLBtFIvZ4,d-rLBtFIvZ4,,,
328,Porn Addiction Kaise Chhode: Step-by-Step Guide | Porn Addiction Ka Ilaj,Hindi,Hindi,Video,https://www.youtube.com/watch?v=2Jjz76z6F_c,2Jjz76z6F_c,,,
329,How to stop addiction in Hindi | Addiction ko kaise chhode | Dr Kashika Jain,Hindi,Hindi,Video,https://www.youtube.com/watch?v=aJP28Sp9xRQ,aJP28Sp9xRQ,,,
330,Porn addiction kaise chhode,Hindi,Hindi,Video,https://www.youtube.com/watch?v=t7Yv3K7zSiY,t7Yv3K7zSiY,,,
331,How to quit porn addiction and bad habits? - Video in Hindi by Him-eesh,Hindi,Hindi,Video,https://www.youtube.com/watch?v=eAnW7c9YQJo,eAnW7c9YQJo,,,
332,Porn ki lat se chutkara | Porn Addiction | Bad Habits | Brahmacharya,Hindi,Hindi,Video,https://www.youtube.com/watch?v=793ydNmKYKM,793ydNmKYKM,,,
333,Porn Addiction Se Kaise Bache,Hindi,Hindi,Short,https://www.youtube.com/shorts/CbzWdpjIFws,CbzWdpjIFws,,,
334,Adiccion al Sexo y a la Pornografia: Sintomas y Como Superarla,Spanish,Spanish,Video,https://www.youtube.com/watch?v=E3GmrBkkubg,E3GmrBkkubg,,,
335,Como el Porno destruye tu Cerebro (y tu vida),Spanish,Spanish,Video,https://www.youtube.com/watch?v=EerpJfNErsI,EerpJfNErsI,,,
336,Como Curar la Adiccion al Porno (Guia Definitiva),Spanish,Spanish,Video,https://www.youtube.com/watch?v=VhNr73kkotk,VhNr73kkotk,,,
337,Como salir de la adiccion al p*rno PASO A PASO,Spanish,Spanish,Video,https://www.youtube.com/watch?v=ns5O9fR-wK0,ns5O9fR-wK0,,,
338,Como VENCER la PORNOGRAFIA! Claves para SUPERAR la ADICCION,Spanish,Spanish,Video,https://www.youtube.com/watch?v=s8Mrz73Z6A0,s8Mrz73Z6A0,,,
339,Como DEJAR de ver PORNOGRAFIA | Guia Definitiva,Spanish,Spanish,Video,https://www.youtube.com/watch?v=NlILe3_kvug,NlILe3_kvug,,,
340,"Adiccion A La Pornografia - COMO SUPERARLA, con el psicologo Miguel Zammer",Spanish,Spanish,Video,https://www.youtube.com/watch?v=SjW_mNIULbU,SjW_mNIULbU,,,
341,Soy ADICTO al PORNO! Como SUPERAR la ADICCION a la PORNOGRAFIA!,Spanish,Spanish,Video,https://www.youtube.com/watch?v=37I-CvuVP_c,37I-CvuVP_c,,,
342,Como superar la adiccion a la pornografia? | Antonio Nistal,Spanish,Spanish,Video,https://www.youtube.com/watch?v=ZbSBvPW2zxI,ZbSBvPW2zxI,,,
343,Como Revertir los Efectos de la Pornografia en tu Cerebro,Spanish,Spanish,Video,https://www.youtube.com/watch?v=EVP1LcaoHog,EVP1LcaoHog,,,
344,Como parar de assistir PORNOGRAFIA para SEMPRE!,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=plPU-ugKSX8,plPU-ugKSX8,,,
345,Como LARGAR o VICIO em PORNOGRAFIA em 2024 (com Miguel Soriani),Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=hZ3aP92Rzxw,hZ3aP92Rzxw,,,
346,VICIO em P*RN*GRAFIA: 5 Formas de PARAR AGORA,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=AZryT1rohlk,AZryT1rohlk,,,
347,COMO PARAR O VICIO NA PORNOGRAFIA,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=03N6qDbH1tM,03N6qDbH1tM,,,
348,Vicio em Pornografia. Como Vencer?,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=nAHCRT74scc,nAHCRT74scc,,,
349,COMO PARAR COM O VICIO EM PORNOGRAFIA - Pablo,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=C95iriMgO_k,C95iriMgO_k,,,
350,CINCO ESTRATEGIAS PARA INTERROMPER OU QUEBRAR O CICLO VICIOSO DA PORNOGRAFIA!,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=zznuyiqFqC8,zznuyiqFqC8,,,
351,Como superar o vicio em masturbacao e pornografia de uma vez por todas!,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=0X8Wu1KSt2k,0X8Wu1KSt2k,,,
352,COMO VENCER O VICIO EM PORNOGRAFIA,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=O280vGDPuGA,O280vGDPuGA,,,
353,COMO e PORQUE se LIVRAR da PORNOGRAFIA (neurociencia),Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=eQ4ZD2oKufg,eQ4ZD2oKufg,,,
354,How To Stop Porn Addiction - Motivational Speech | Robert Kayanja Jr,Motivation,English,Video,https://www.youtube.com/watch?v=HqNXU0oQRVA,HqNXU0oQRVA,,,
355,How to Cure Porn Addiction? | Andrew Tate Motivational Speech,Motivation,English,Video,https://www.youtube.com/watch?v=rf0HbMDiFo4,rf0HbMDiFo4,,,
356,STOP wasting your LIFE - Take control instead (motivational speech),Motivation,English,Video,https://www.youtube.com/watch?v=Mz3yCKa1mMA,Mz3yCKa1mMA,,,
357,Motivation To Quit Porn (playlist),Motivation,English,Playlist,https://www.youtube.com/playlist?list=PL-6gbuzvSL3EuJu8KANbAlts2ry5SaWBs,PL-6gbuzvSL3EuJu8KANbAlts2ry5SaWBs,,,
358,How To Cure P#RN ADDICTS? Andrew Tate Motivational Speech,Motivation,English,Video,https://www.youtube.com/watch?v=fY_FzBtIWdE,fY_FzBtIWdE,,,
359,STOP Looking For Motivation To QUIT PORN & REBOOT YOUR LIFE,Motivation,English,Video,https://www.youtube.com/watch?v=YXIh9HQRMdI,YXIh9HQRMdI,,,
360,Porn Addiction & Monastic Wisdom w/ Jeremy Lipkowitz | Ep 108 | Secondhand Therapy Podcast,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=EVEYdBHvvqo,EVEYdBHvvqo,,,
361,Overcoming Porn Addiction || Pheyland Barthen || Winning Conversations Podcast,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=PZjUbJzPjOs,PZjUbJzPjOs,,,
362,The Porn Reboot Podcast Episode 479: Maintenance Stage of Porn Addiction,Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=gDqNMgQ5gc8,gDqNMgQ5gc8,,,
363,Ep. 94: Porn addiction & men's mental health: Breaking the shame cycle (Jeremy Lipkowitz),Podcasts / Long-Form,English,Video,https://www.youtube.com/watch?v=sOJCtlj0fJs,sOJCtlj0fJs,,,
